,URL,Вопрос,Ответ
309,http://www.cbr.ru/Reception/TopicalMessage/Page/3033,"Каков порядок отправки отчета, сформированного в Программе-анкете подготовки электронных документов?","Необходимо ознакомиться с разделом 4.4.9. «Подготовка пакета отчетности в формате XTDD» Инструкции по работе с личным кабинетом участника информационного обмена, размещенной на официальном сайте Банка России в разделе «Личный кабинет участника информационного обмена» в подразделе «Инструкции и иная информация о технологии подготовки и направления электронных документов в Банк России», а также на странице входа в личный кабинет участника информационного обмена в разделе «Помощь и поддержка»."
310,http://www.cbr.ru/Reception/TopicalMessage/Page/3034,Что является подтверждением факта сдачи отчетности в Банк России и как его получить?,"Подтверждением факта сдачи отчетности в Банк России является получение в личном кабинете участника информационного обмена извещения Банка России о дате регистрации электронного документа и присвоении ему входящего номера, которое участник информационного обмена может скачать, нажав на него один раз левой кнопкой мыши."
311,http://www.cbr.ru/Reception/TopicalMessage/Page/3035,"Где размещена Программа-анкета подготовки электронных документов и XSD-схемы, входящие в состав дистрибутива Программы-анкеты?","Программа-анкета, а также XSD-схемы доступны на официальном сайте Банка России."
312,http://www.cbr.ru/Reception/TopicalMessage/Page/3037,"Как отправить письма в Банк России, содержащие информацию ограниченного доступа или персональные данные?","Для отправки ответов на запросы/предписания (требования) Банка России и обращений (запросов) в Банк России, содержащих информацию ограниченного доступа или персональные данные, в пункте «Характеристика ограничений доступа к документу» соответствующей электронной формы необходимо выбрать значение «Конфиденциально»."
313,http://www.cbr.ru/Reception/TopicalMessage/Page/3038,Как открыть файл с разрешением .xtdd?,"Для корректного открытия файла в формате xtdd, необходимо открыть программу «Анкета-редактор», в которой заполнялась форма отчета, в самой программе нажать на кнопку «Открыть» и выбрать файл формата xtdd либо в любом текстовом редакторе (например, Notepad)."
314,http://www.cbr.ru/Reception/TopicalMessage/Page/3040,После заполнения полей при предварительной проверке отчета возникает ошибка Invalid схема. Что делать?,Данный отчет необходимо направить посредством инициативного запроса (письма) в личном кабинете участника информационного обмена при выборе опции «Отправить запрос» (с приложением дополнительного сопроводительного письма).
315,http://www.cbr.ru/Reception/TopicalMessage/Page/3041,При отправке формы через личный кабинет участника информационного обмена возникает «Ошибка исполнения функции» (0?8007065B). Что делать?,Данная ошибка может возникать при работе с сертификатом на торговых площадках или информационных системах. Ошибка связана с отсутствием лицензии на программу КриптоПро CSP.
316,http://www.cbr.ru/Reception/TopicalMessage/Page/3042,При попытке отправить форму запроса/обращения выдается ошибка Failed to verify signature (0×800B010E). Что делать?,"Рекомендуется проверить, что установлено ПО КриптоПро ЭЦП Browser plug-in, загруженное с Внешнего портала Банка России, а не с других ресурсов, включая официальный сайт КриптоПро."
317,http://www.cbr.ru/Reception/TopicalMessage/Page/3043,На каком ресурсе можно ознакомиться с материалами по формированию и сдаче отчетности в формате XBRL?,Материалы по формированию и представлению отчетности в формате XBRL размещены на официальном сайте Банка России в разделе «Открытый стандарт отчетности XBRL».
318,http://www.cbr.ru/Reception/TopicalMessage/Page/3044,"Как получить консультацию по вопросам методологии, таксономии XBRL Банка России и протоколам валидации переданных отчетов?","Для получения косультации по вопросам методологии, интересующие вопросы следует направлять посредством личного кабинета участника информационного обмена."
319,http://www.cbr.ru/Reception/TopicalMessage/Page/3045,Как установить и настроить ПО «Конвертер»?,"По вопросам, связанным с настройкой и установкой ПО «Конвертер», необходимо обращаться к Руководству по установке ПО «Конвертер». Документация к ПО «Конвертер» размещена на официальном сайте Банка России. Банком России разработан и размещен в открытом доступе на сайте www.xbrl.ru обучающий онлайн-курс для участников финансового рынка по работе с ПО «Конвертер»."
320,http://www.cbr.ru/Reception/TopicalMessage/Page/3049,В чем причины ошибок при сдаче отчетности в формате XBRL через личный кабинет участника информационного обмена?,Необходимо ознакомиться с разделом 4.4 «Представление отчетности» Инструкции по работе с личным кабинетом участника информационного обмена.
321,http://www.cbr.ru/Reception/TopicalMessage/Page/3050,Как отправить через личный кабинет участника информационного обмена Отчет о прекращении паевого инвестиционного фонда?,Актуально для версий таксономии до 3.2 включительно.
322,http://www.cbr.ru/Reception/TopicalMessage/Page/3054,"Где опубликована информация по форматам информационного взаимодействия некредитных финансовых организаций в соответствии с Положением Банка России от 30.03.2018 № 639-П «О порядке, сроках и объеме доведения до сведения кредитных организаций и некредитных финансовых организаций информации о случаях отказа от проведения операции, отказа от заключения договора банковского счета (вклада) и (или) расторжения договора банковского счета (вклада) с клиентом, об устранении оснований принятия решения об отказе от проведения операции, об устранении оснований принятия решения об отказе от заключения договора банковского счета (вклада), об отсутствии оснований для расторжения договора банковского счета (вклада) с клиентом»?",Подробная информация доступна на официальном сайте Банка России.
323,http://www.cbr.ru/Reception/TopicalMessage/Page/3055,Где опубликована информация по порядку отправки в Банк России формы 1-ПИ?,Подробная информация по представлению формы 1-ПИ доступна на официальном сайте Банка России.
324,http://www.cbr.ru/Reception/TopicalMessage/Page/3095,Как получить консультацию по вопросам методологии?,"Для получения консультации по вопросам методологии предоставления и составления отчетности, необходимо обратиться в Центр по обработке отчетности (ЦОО). Телефон: +7 (4822) 33-25-30 в ЦОО (Тверь) либо обращаться по e-mail: report-center@cbr.ru."
325,http://www.cbr.ru/Reception/TopicalMessage/Page/3097,Какая версия Программы-анкеты подготовки электронных документов является актуальной и где ее можно скачать?,Скачать актуальное программное обеспечение можно в разделе «Программы подготовки электронных документов участников информационного обмена».
326,http://www.cbr.ru/Reception/TopicalMessage/Page/3099,Какова процедура активации личного кабинета участника информационного обмена для других участников информационного обмена (не поднадзорных организаций)?,"В соответствии с пунктами 1.2 и 2.5 Указания Банка России от 05.10.2021 № 5969-У «О порядке взаимодействия Банка России с кредитными организациями, некредитными финансовыми организациями, лицами, оказывающими профессиональные услуги на финансовом рынке, и другими участниками информационного обмена при использовании ими информационных ресурсов Банка России, в том числе личного кабинета» эмитенты ценных бумаг, соискатели лицензий и свидетельств, выдаваемых Банком России, лица, имеющие намерение оказывать профессиональные услуги на финансовом рынке, их ассоциации и союзы, организации, намеревающиеся стать операторами платежных систем, иные лица, в том числе респонденты, предоставляющие первичные статистические данные, филиалы и представительства иностранных кредитных рейтинговых агентств, государственная корпорация развития «ВЭБ.РФ», организации федеральной почтовой связи при оказании ими платежных услуг, операторы услуг информационного обмена, представительства иностранных кредитных организаций, операторы товарных поставок информационные агентства, которые проводят действия по раскрытию информации о ценных бумагах и об иных финансовых инструментах, вправе взаимодействовать с Банком России посредством личного кабинета участника информационного обмена, в случае если такое право установлено законодательством Российской Федерации и принятыми в соответствии с ним нормативными актами Банка России, и получают доступ к личному кабинету участника информационного обмена в течение трех рабочих дней со дня направления в Банк России уведомления об использовании личного кабинета участника информационного обмена, размещенного на сайте Банка России и содержащего обязательные для заполнения реквизиты."
327,http://www.cbr.ru/Reception/TopicalMessage/Page/3100,Как отправить письмо в несколько департаментов-адресатов?,"Для того чтобы направить письмо нескольким адресатам внутри Банка России, необходимо:"
328,http://www.cbr.ru/Reception/TopicalMessage/Page/3101,"Как отправить письмо в адрес Банка России, а не конкретного структурного подразделения?","Для того чтобы направить письмо в несколько адресатов внутри Банка России, необходимо:"
329,http://www.cbr.ru/Reception/TopicalMessage/Page/3102,Как добавить новый сертификат ключа пользователя в личный кабинет участника информационного обмена?,"Подробная инструкция по добавлению сертификата ключа пользователя приведена в разделе 4.3.3.1 «Добавление сертификатов пользователей» Инструкции по работе с личным кабинетом участника информационного обмена. Инструкция размещена на сайте Банка России в разделе «Личный кабинет участника информационного обмена», подразделе «Инструкции и иная информация о технологии подготовки и направления электронных документов в Банк России», а также на странице входа в личный кабинет участника информационного обмена в разделе «Правила использования»."
330,http://www.cbr.ru/Reception/TopicalMessage/Page/3103,Работает ли личный кабинет участника информационного обмена с сертификатами УКЭП с параметром «алгоритм подписи» (ГОСТ Р 34.10-2012) и параметром «алгоритм хэширования» (ГОСТ Р 34.11-2012 256 бит)?,"Да, личный кабинет участника информационного обмена работает с сертификатами УКЭП с данными параметрами."
331,http://www.cbr.ru/Reception/TopicalMessage/Page/3104,Что такое Электронный документооборот (ЭДО) по операциям денежно-кредитной политики Банка России?,Электронный документооборот (ЭДО) по операциям денежно-кредитной политики Банка России предназначен для обмена сообщениями между:
332,http://www.cbr.ru/Reception/TopicalMessage/Page/3106,Кто может принять участие в тестировании Электронного документооборота по депозитным и кредитным операциям Банка России (ЭДО ДКО) через личный кабинет участника информационного обмена?,"Принять участие в тестировании ЭДО ДКО через личный кабинет участника информационного обмена может любая кредитная организация, которая заключила Договор об участии в операциях по предоставлению и погашению кредитов Банка России, обеспеченных ценными бумагами или правами требования по кредитным договорам, или Договор об общих условиях проведения депозитных операций."
333,http://www.cbr.ru/Reception/TopicalMessage/Page/3107,Где найти альбомы унифицированных форматов электронных банковских сообщений (УФЭБС)?,Альбомы УФЭБС для Электронного документооборота по депозитным и кредитным операциям Банка России (ЭДО ДКО) и ЭДО Активы размещены в подразделе «Инструкции и иная информация о технологии подготовки и направления электронных документов в Банк России».
334,http://www.cbr.ru/Reception/TopicalMessage/Page/3108,Каков регламент внесения изменений в альбомы унифицированных форматов электронных банковских сообщений (УФЭБС)?,"Изменения в альбом УФЭБС могут вноситься в связи с изменением нормативной базы по депозитным и кредитным операциям Банка России, активам, принимаемым в обеспечение Банком России, а также по предложениям участников обмена."
335,http://www.cbr.ru/Reception/TopicalMessage/Page/3110,"Каким образом направлять отчетность, если в личном кабинете участника информационного обмена предусмотрено прикрепление файлов с расширением zip или enc, но при этом Программа-анкета подготовки электронных документов формирует отчетность в формате XTDD?","Подготовить отчетность в необходимом формате возможно самостоятельно или с помощью специальной версии 2.16.3 от 24.06.2022 Программы-анкеты для подготовки и направления электронных документов в личный кабинет участника информационного обмена (Анкета.Редактор.ESOD), которая размещена на сайте Банка России в разделе «Программы-анкеты подготовки электронных документов»."
336,http://www.cbr.ru/Reception/TopicalMessage/Page/3111,Какие программы необходимо установить для работы в личном кабинете участника информационного обмена?,"Согласно разделу 2.2.1 «Требования к программному и информационному обеспечению» Инструкции по работе с личным кабинетом участника информационного обмена, работа внешнего абонента возможна при выполнении следующих программных требований к рабочему месту:"
337,http://www.cbr.ru/Reception/TopicalMessage/Page/3112,"При заполнении отчета о деятельности ломбардов возникает следующее предупреждение: «Ошибка: «Если в графе 33 „Сумма займов, выданных за отчетный период“ указаны значения, отличные от нуля, то и в графе 63 „Количество договоров страхования вещей, принятых в залог, заключенных за отчетный период, шт.“ должно быть указано значение, отличное от нуля». Однако, договор страхования заложенного имущества ломбардом был заключен в прошлом году. Как заполнять графу 63 «Количество договоров страхования вещей, принятых в залог, заключенных за отчетный период, шт.»?","Предупреждение ""Ошибка: «Если в графе 33 «Сумма займов, выданных за отчетный период» указаны значения, отличные от нуля, то и в графе 63 «Количество договоров страхования вещей, принятых в залог, заключенных за отчетный период, шт.», которое появляется в Программе-анкете подготовки электронных документов при заполнении отчета о деятельности ломбардов в соответствии с Указанием Банка России от 30.12.2015 № 3927-У «О формах, сроках и порядке составления и представления в Банк России документов, содержащих отчет о деятельности ломбарда и отчет о персональном составе руководящих органов ломбарда», создано для напоминания ломбардам о необходимости отразить информацию о страховании заложенного в ломбард имущества в случае осуществления деятельности по предоставлению займов (в графе 33 «Сумма займов, выданных за отчетный период» указаны значения, отличные от нуля). Обязанность страхования заложенного в ломбард имущества предусмотрена статьей 6 Федерального закона от 19.07.2007 № 196-ФЗ «О ломбардах»."
338,http://www.cbr.ru/Reception/TopicalMessage/Page/3113,"Каков порядок расчета показателей доли в расшифровках обязательств в таблицах 5.1, 5.2 и 5.3 отчета по форме 0420514 «Расчет собственных средств управляющей компании инвестиционных фондов, паевых инвестиционных фондов и негосударственных пенсионных фондов» (далее — форма 0420514), установленной в приложении 1 к Указанию Банка России от 08.02.2018 № 4715-У «О формах, порядке и сроках составления и представления в Банк России отчетов акционерными инвестиционными фондами, управляющими компаниями инвестиционных фондов, паевых инвестиционных фондов и негосударственных пенсионных фондов» (далее — Указание Банка России № 4715-У)?",Актуально для версий таксономии до 3.2 включительно
339,http://www.cbr.ru/Reception/TopicalMessage/Page/3114,"На какие отчетные даты необходимо представлять в Банк России отчеты по формам 0420512 «Отчет об инвестировании средств пенсионных накоплений Пенсионного фонда Российской Федерации» (далее — форма 0420512) и 0420513 «Отчет о доходах от инвестирования средств пенсионных накоплений Пенсионного фонда Российской Федерации» (далее — форма 0420513), установленным в приложении 1 к Указанию Банка России от 13.01.2021 № 5708-У «Об объеме, формах, порядке и сроках составления и представления в Банк России отчетов акционерными инвестиционными фондами, управляющими компаниями инвестиционных фондов, паевых инвестиционных фондов и негосударственных пенсионных фондов» (далее — Указание Банка России № 5708-У)?","В соответствии с пунктами 1 Порядка составления отчета по форме 0420512 и Порядка составления отчета по форме 0420513, установленными в приложении 1 к Указанию Банка России от 13.01.2021 № 5708-У «Об объеме, формах, порядке и сроках составления и представления в Банк России отчетов акционерными инвестиционными фондами, управляющими компаниями инвестиционных фондов, паевых инвестиционных фондов и негосударственных пенсионных фондов» (далее — Указание № 5708-У), отчеты по формам 0420512 и 0420513 составляются за первый квартал, первое полугодие, 9 месяцев, год (далее — отчетный период) по состоянию на последний рабочий день отчетного периода."
340,http://www.cbr.ru/Reception/TopicalMessage/Page/3115,"Сколько отчетов по форме 0420520 «Отчет о соблюдении кодекса профессиональной этики управляющей компании» (далее — форма 0420520), установленной в приложении 1 к Указанию Банка России от 13.01.2021 № 5708-У «Об объемах, формах, порядке и сроках составления и представления в Банк России отчетов акционерными инвестиционными фондами, управляющими компаниями инвестиционных фондов, паевых инвестиционных фондов и негосударственных пенсионных фондов» (далее — Указание Банка России № 5708-У), необходимо представить в Банк России управляющей компанией инвестиционных фондов, паевых инвестиционных фондов и негосударственных пенсионных фондов (далее — управляющая компания), осуществляющей одновременно деятельность по формированию и инвестированию средств пенсионных накоплений и деятельность по формированию и инвестированию накоплений для жилищного обеспечения военнослужащих?","На основании п. 6.17 Порядка, объема и сроков представления отчетов акционерными инвестиционными фондами, управляющими компаниями инвестиционных фондов, паевых инвестиционных фондов и негосударственных пенсионных фондов, общих положений порядка их составления, установленных в приложении 2 к Указанию Банка России № 5708-У, управляющие компании, осуществляющие деятельность по формированию и инвестированию средств пенсионных накоплений и (или) деятельность по формированию и инвестированию накоплений для жилищного обеспечения военнослужащих, должны представить в Банк России отчет по форме 0420520."
341,http://www.cbr.ru/Reception/TopicalMessage/Page/3117,В каких случаях МФО освобождаются от предоставления отчетности в Банк России?,"В соответствии со статьей 15 Федерального закона от 02.07.2010 № 151-ФЗ «О микрофинансовой деятельности и микрофинансовых организациях» отчетность в Банк России обязаны представлять МФК, а также МКК, которые не являются членом СРО."
342,http://www.cbr.ru/Reception/TopicalMessage/Page/3118,Какую отчетность должны представлять в Банк России МФО?,"МФО (СРО — для МКК, являющихся членами СРО) обязаны представлять в Банк России отчетность в соответствии с требованиями Указания Банка России от 03.08.2020 № 5523-У «О формах, сроках и порядке составления и представления в Банк России отчетности микрофинансовых компаний и микрокредитных компаний, порядке и сроках представления микрофинансовыми компаниями в Банк России аудиторского заключения о годовой бухгалтерской (финансовой) отчетности, порядке и сроках раскрытия микрофинансовыми компаниями бухгалтерской (финансовой) отчетности и аудиторского заключения о годовой бухгалтерской (финансовой) отчетности» (далее — Указание № 5523-У)."
343,http://www.cbr.ru/Reception/TopicalMessage/Page/3120,Какую отчетность должен представлять в Банк России ломбард?,"На основании ст. 2.4 Федерального закона от 19.07.2007 № 196-ФЗ «О ломбардах» ломбард обязан представлять отчетность в Банк России в порядке и сроки, предусмотренные Указанием Банка России от 30.12.2015 № 3927-У «О формах, сроках и порядке составления и представления в Банк России документов, содержащих отчет о деятельности ломбарда и отчет о персональном составе руководящих органов ломбарда» (далее — Указание № 3927-У)."
344,http://www.cbr.ru/Reception/TopicalMessage/Page/3121,"При расчете пенсионного взноса по пенсионной схеме «Пожизненная пенсионная схема с установленными размерами пенсионных выплат», а также при определении размера пенсии по пенсионной схеме «Пожизненная пенсионная схема с установленными размерами пенсионных взносов» используется минимальная норма доходности (МГД) в размере 2%. Правильно ли мы понимаем, что в отчетности по форме 0420258 «Отчет о реализации пенсионных схем по пенсионным договорам» по именным пенсионным счетам таких участников по аналитическому признаку «Условия фондирования» должно быть указано «частично фондированная»?","В отчетности по форме 0420258 в качестве частично фондируемых пенсионных схем необходимо указывать только те пенсионные счета, по которым на дату составления отчетности вкладчик не исполнил полностью свои обязательства по финансированию выплаты этой пенсии в соответствии с пенсионным договором (пенсионными правилами) и при условии, что в отношении соответствующих участников фонд не может отказаться от продолжения выплаты пенсии в случае непоступления от вкладчика новых пенсионных взносов."
345,http://www.cbr.ru/Reception/TopicalMessage/Page/3122,"Срочные пенсионные схемы являются фондированными, то есть вкладчик в полном объеме оплатил будущие пенсии участнику, у фонда остается обязанность по ежегодному начислению минимальной нормы доходности (МГД). Ответственное лицо за дополнительное фондирование обязательств — фонд. По пожизненным пенсионным схемам как по МГД, так и в случае исчерпания средств по счету ответственное лицо за пополнение индивидуального пенсионного счета — фонд. В соответствии с пенсионными правилами в период выплат размер негосударственной пенсии может быть увеличен по решению вкладчика как за счет средств, учтенных на солидарном счете, так и за счет внесения им дополнительных взносов. Правильно ли мы понимаем, что в отчетности по форме 0420258 «Отчет о реализации пенсионных схем по пенсионным договорам» по всем участникам по срочной и пожизненной пенсионным схемам лицом, ответственным за дополнительное фондирование, будет являться «фонд»?","В соответствии с п. 14 Порядка составления отчетности по форме 0420258, установленного Указанием Банка России от 27.11.2017 № 4623-У, в случае если пенсионными правилами или пенсионным договором предусмотрены условия, в соответствии с которыми может потребоваться дополнительная оплата обязательств (восполнение активов, предназначенных для покрытия пенсионных обязательств), в том числе минимального гарантированного дохода, по аналитическому признаку «Ответственность за дополнительное фондирование» указывается лицо, ответственное за дополнительное фондирование обязательств по выплате будущих пенсий («вкладчик», «фонд», в случае комбинации различных видов ответственности указывается форма ответственности «смешанная»)."
346,http://www.cbr.ru/Reception/TopicalMessage/Page/3123,"При отражении в отчетности по форме 0420258 «Отчет о реализации пенсионных схем по пенсионным договорам» информации по аналитическому признаку «Наличие правопреемства» необходимо указывать соответствующий вид правопреемства или его отсутствие по состоянию на отчетную дату с точки зрения в целом условий правопреемства, описанных в пенсионном договоре, или с точки зрения возможности правопреемства и его условий в данный момент времени (на отчетную дату), если в этот момент времени возникнут основания для правопреемства (например, смерть участника)?","В отчетности по форме 0420258 «Отчет о реализации пенсионных схем по пенсионным договорам» по аналитическому признаку «Наличие правопреемства» указываются сведения о наличии правопреемства по пенсионному договору в отношении каждого участника фонда независимо от периода, в котором он находится (накопительном или выплатном)."
347,http://www.cbr.ru/Reception/TopicalMessage/Page/3124,"Правильно ли, что в отчетности по форме 0420258 «Отчет о реализации пенсионных схем по пенсионным договорам» по аналитическому признаку «Дата прекращения участия» не указывается информация о прекращении участия участника в пенсионном договоре в связи со смертью участника, даже если условиями пенсионного договора предусмотрена выплата выкупной суммы правопреемникам участника; не указывается информация о прекращении участия участника в пенсионном договоре в связи со смертью вкладчика — физического лица, если условиями пенсионного договора в этом случае предусмотрена выплата выкупной суммы правопреемникам вкладчика; указывается информация только о прекращении участия участника в пенсионном договоре, когда происходит выплата выкупной суммы именно участнику, а не вкладчику; указывается дата наступления основания прекращения участия в пенсионном договоре, а не дата фактической выплаты выкупной суммы? Так, в случае если речь идет о пенсионном договоре вкладчика — физического лица в свою пользу, под датой прекращения участия будет пониматься дата прекращения пенсионного договора с последующей выплатой выкупной суммы вкладчику-участнику, а не дата фактической выплаты выкупной суммы по прекращенному договору.","В отчетности по форме 0420258 «Отчет о реализации пенсионных схем по пенсионным договорам» по показателю «Дата прекращения участия» указывается дата исполнения фондом обязательств по пенсионному договору перед участником (правопреемниками) (при наличии), в том числе в связи с выплатой выкупной суммы (если такая возможность предусмотрена условиями пенсионного договора), а также в связи со смертью участника или смертью вкладчика."
